issue_number,title,description,label,all_labels,created_at,closed_at,url
329841,Restore Agent Host request errors after a cold session reload,"## Feature request

When an Agent Host request fails, the error is visible while the session is live. After quitting and restarting VS Code, and reopening the session from persisted provider history, the failed turn should still display the same error.

Currently, persisted Copilot `session.error` events are not reconstructed into AHP error turns, so Copilot request failures disappear after a cold reload. Codex failed turns retain their status but do not restore the associated error details.

## Expected behavior

- Cold-restored Copilot sessions reconstruct persisted `session.error` events as terminal error turns.
- Errors preserve structured details used for quota, authentication, rate-limit, and provider error UI.
- Subagent errors restore on the corresponding subagent turn without changing the parent turn.
- Codex restores its natively persisted failed-turn error details.
- Live and replay paths use consistent error normalization.

Implemented by [#329828](https://github.com/microsoft/vscode/pull/329828).

(Written by Copilot)

---

Verification steps

- Using both AH Copilot and Codex:
- Trigger an error in a session, eg start a Turn then disable wifi so it fails due to no network
- You see the error message
- Quit vscode, restart
- You still see the error message",feature_request,"feature-request,verified,verification-needed,insiders-released,agent-host",2026-08-09T18:29:25Z,2026-08-09T18:56:45Z,https://github.com/microsoft/vscode/issues/329841
329781,Agents window: Support editor tab display modes in the single-pane layout,"## Description

The Agents window single-pane layout currently forces multiple editor tabs and does not integrate correctly with the `workbench.editor.showTabs` setting.

Support the setting without losing the Agents-specific editor header and Add Tab affordances:

- Respect `multiple` and `single` tab modes while the editor area is visible.
- Treat `none` as `single`, because the Agents window requires an editor title row.
- Use multiple tabs when only the docked Auxiliary Bar is visible so managed Changes and Files tabs remain directly accessible.
- Keep breadcrumbs in the Agents editor header, without duplicating the path in the single-tab title.
- Keep Add Tab before layout actions, using the standard toolbar trailing separator.
- In single-tab mode, keep all supported Add Tab entries available: Changes, Files, Browser, and Search.
- Preserve normal VS Code editor-window behavior.

## Verification steps

1. Enable `sessions.layout.singlePaneDetailPanel` and reload the Agents window.
2. Set `workbench.editor.showTabs` to `multiple`.
   - Verify the Agents side pane displays the normal multi-tab strip.
   - Verify the Add Tab menu is available and missing managed tabs can be reopened.
3. Set `workbench.editor.showTabs` to `single`.
   - Verify only the active editor title appears in the top row.
   - Verify the full-width Agents header remains in the row below.
   - Verify breadcrumbs appear only in the header and the path is not repeated beside the editor title.
   - Verify Add Tab appears before the layout actions with the standard toolbar separator after it.
   - Open Add Tab and verify Changes, Files, Browser, and Search are all listed even when their editors are already open.
4. Set `workbench.editor.showTabs` to `none`.
   - Verify the Agents window behaves as single-tab mode rather than hiding the title row.
5. Hide the editor area while keeping the docked Auxiliary Bar visible.
   - Verify the title switches to multiple tabs regardless of the configured tab mode.
   - Show the editor area again and verify the configured single/multiple behavior returns.
6. Open a regular VS Code editor window with `workbench.editor.showTabs` set to `single`.
   - Verify its existing single-tab title and inline breadcrumbs render normally, with no missing or duplicate header content.
",feature_request,"feature-request,verified,verification-needed,insiders-released,agents-window",2026-08-08T21:25:52Z,2026-08-09T07:47:10Z,https://github.com/microsoft/vscode/issues/329781
329668,Agent Host Codex: allow non-Copilot sessions without GitHub Copilot sign-in,"Related platform capability: #318578

## Feature request

Allow the Codex Agent Host provider to run sessions using OpenAI, ChatGPT, or another configured Codex model provider without requiring GitHub Copilot sign-in.

Codex can expose both Copilot-backed and independently authenticated model providers. The selected model provider should determine the authentication required by that session; the existence of Copilot-backed models must not make GitHub sign-in a prerequisite for every Codex session or for entering the Agents window.

## Expected behavior

- Codex advertises the GitHub Copilot protected resource as optional when the agent has a usable non-GitHub model source.
- OpenAI-, ChatGPT-, local-, or custom-provider models remain available while signed out of GitHub.
- A signed-out user can create, resume, and send messages in a Codex session using one of those models.
- Copilot-backed models are advertised only when Copilot authentication is available.
- Selecting or restoring a Copilot-backed model while signed out requests GitHub Copilot authentication on demand.
- Model inventories from independently authenticated providers are additive; signing in to one provider does not implicitly change the provider used by an existing session.
- The selected model provider is persisted per session and controls subsequent request routing.
- If no usable models are available, Codex is reported as unusable rather than falsely opening the Agents window.
- Provider account and model-catalog changes are reflected reactively.

## Acceptance criteria

- Signed out of GitHub + signed in to OpenAI/ChatGPT: Codex is usable.
- Signed out of GitHub + configured API-key/custom provider: Codex is usable.
- Copilot-backed Codex model without a GitHub token: authentication is requested on demand.
- No usable provider credentials: Codex does not count as an auth-free session type.
- Existing sessions retain their selected provider as other accounts sign in or out.
- Tests cover mixed provider inventories, model switching, session restoration, and each authentication matrix.

## Implementation

Addressed by #328461.",feature_request,"feature-request,agents-window,codex-agent,agent-host",2026-08-07T19:25:50Z,2026-08-07T19:26:04Z,https://github.com/microsoft/vscode/issues/329668
329656,agentHost: per-session provider (transport) selection for Claude sessions,"### Feature request

Let each **Claude** agent-host session pick a model whose **provider** decides its transport, instead of pinning the whole host to a single transport:

- `anthropic`-provider models route to the **native Anthropic SDK**.
- `copilot` (and any unknown) provider routes to the **Copilot-CAPI proxy**.

This mirrors how the Codex provider already behaves.

### Motivation

Today a Claude host is pinned to one transport, so a user can't mix a native-Anthropic model and a Copilot-routed model across sessions. Per-session provider selection removes that limitation and brings Claude in line with Codex.

### Proposed behavior

- **Provider-qualified model ids** (`@provider=anthropic:…` / `@provider=copilot:…`); bare/legacy ids resume on the host default transport (no migration needed).
- **Merged catalog** fetched from both native and proxy sources, each self-gated on its own credential/native-setup; the picker groups rows by vendor (""Anthropic"" / ""Copilot"").
- **Per-session transport resolution** at materialize time from the selected model's provider.
- **Live switching** — selecting a model on the other transport re-materializes the session's subprocess on the next send; same-transport model changes hot-swap in place.
- **Lazy Copilot sign-in** — the Copilot resource is advertised `required: false`; sign-in defers to first send of a Copilot-routed model (matches Codex).

Addressed by #329331.",feature_request,"feature-request,on-testplan,claude-agent",2026-08-07T18:00:11Z,2026-08-07T18:06:15Z,https://github.com/microsoft/vscode/issues/329656
329596,Agents Window: Inherit model and permissions in Agent Host session tools,"When Agent Host server tools create a session or a peer chat, inherit the invoking chat's model and permission configuration.

The newly created session or peer chat reuses the invoking chat's model when compatible, and delegates provider-owned permission-config inheritance to the Copilot, Claude, and Codex agents. Preserve each provider's defaults, avoid carrying incompatible models across providers, and keep existing behavior when the tools are invoked without an inheriting context.",feature_request,"feature-request,verified,verification-needed,insiders-released,agents-window",2026-08-07T14:35:58Z,2026-08-07T14:36:00Z,https://github.com/microsoft/vscode/issues/329596
329595,Agents Window: Show diff layout toggle for single-file diffs,"Add an inline / side-by-side **diff layout toggle** for single-file diff editors in the Agents Window.

The action applies an explicit inline or side-by-side layout to the active single-file diff editor and disables the adaptive inline fallback while a layout is selected. Keep the toggle state aligned with the editor's actual layout, and support invoking it from both the active and inactive editor. Preserve existing multi-file diff behavior, layout persistence, accessibility, keybinding discoverability, and behavior outside the Agents Window.",feature_request,"feature-request,verified,verification-found,verification-needed,agents-window",2026-08-07T14:35:42Z,2026-08-10T20:09:31Z,https://github.com/microsoft/vscode/issues/329595
329491,Voice mode: improve listening-state contrast across themes,"## Problem

The existing listening indication can be too low-contrast in some themes, leaving users unsure whether voice mode is actively listening.

## Desired behavior

- The active listening rim and icon should remain visually distinct from the chat input background.
- Theme customizations should be respected.
- High-contrast theme behavior must remain intact.
- Reduced-motion behavior must remain intact.

## Acceptance criteria

- [x] Resolve the active rim against the actual `inputBackground` theme color.
- [x] Maintain at least 3:1 non-text contrast for the active indication.
- [x] Cover representative light and dark custom input backgrounds with unit tests.
- [x] Verify the simulated listening state in an isolated workbench launch.

Implemented by #329493.
",feature_request,"feature-request,verified,verification-needed,insiders-released,voice-mode",2026-08-06T22:07:08Z,2026-08-07T00:11:59Z,https://github.com/microsoft/vscode/issues/329491
329375,Agents Window: Add a Show Editor Area action,"Add a **Show Editor Area** action corresponding to the existing **Hide Editor Area** action in the Agents Window.

The two actions should be contextually available based on the editor-area visibility state, use consistent command/menu placement and labels, and support restoring the editor area after it has been hidden. Preserve focus behavior, layout state, accessibility, keybinding discoverability, and existing behavior outside the Agents Window.",feature_request,"feature-request,verified,verification-needed,insiders-released,agents-window",2026-08-06T10:11:59Z,2026-08-06T15:15:09Z,https://github.com/microsoft/vscode/issues/329375
329370,Support editors that cannot be closed through standard user actions,"Add a core editor capability that allows an editor input to opt out of being closed through standard user actions across all VS Code editor groups.

When an editor has this capability, normal close affordances and commands should not close it, including:
- Tab close buttons and middle-click
- Close Editor / Close All / Close Group and related keyboard commands
- Group disposal or bulk replacement paths initiated through standard user actions

The capability should be explicit on the editor input or its capabilities, integrate with existing editor/group close flows, and expose consistent UI state (for example, no misleading enabled close affordance). Internal lifecycle operations such as shutdown, window reload, workspace transitions, or force-disposal must remain possible where required.

Add focused tests covering individual close, bulk close, group operations, and an internal forced-close/lifecycle path.",feature_request,"feature-request,verified,verification-needed,editor-core,insiders-released",2026-08-06T09:55:49Z,2026-08-07T07:30:36Z,https://github.com/microsoft/vscode/issues/329370
329366,Agents Window: Shorten 'Create Pull Request' to 'Create PR',"Shorten the **Create Pull Request** action label in the Agents Window to **Create PR**.

Update the user-visible action title consistently across the Agents Window, including menus, buttons, command labels, accessibility labels, and tests where applicable, without changing the underlying command ID or behavior.",feature_request,"feature-request,polish,verification-needed,insiders-released,agents-window",2026-08-06T09:45:24Z,2026-08-06T10:59:01Z,https://github.com/microsoft/vscode/issues/329366
329364,Agents Window: Add Copy Pull Request URL to the session context menu,"Add a **Copy Pull Request URL** action to the context menu for sessions in the Agents Window session list.

Move both pull-request actions into a dedicated context-menu group:
- Open Pull Request
- Copy Pull Request URL

Only show or enable these actions when the session has an associated pull request. The copy action should use the standard clipboard and notification patterns, and the new group should preserve the existing context-menu ordering and accessibility behavior.",feature_request,"feature-request,verification-needed,insiders-released,agents-window",2026-08-06T09:43:32Z,2026-08-06T10:45:13Z,https://github.com/microsoft/vscode/issues/329364
329350,"Mouse middle-click could mark a file as ""viewed""","Since the file name is on far left and the viewed button is on far right, I struggle with going through file names and marking them ""viewed"" easily. It would be great if I could mark it as ""viewed"" by clicking mouse middle-click

https://github.com/user-attachments/assets/1cbcb420-d4bd-4ccd-9370-bf4e470ce5a6

Version: 1.133.0-insider (Universal)
Commit: d90b90332515fe87d3ea344cbd4b0ae405128e9a
Date: 2026-08-05T04:42:09Z
Electron: 42.8.0
ElectronBuildId: 14845705
Chromium: 148.0.7778.280
Node.js: 24.18.0
V8: 14.8.178.38-electron.0
@github/copilot: 1.0.78
@github/copilot-sdk: 1.0.9-preview.3
OS: d90b90332515fe87d3ea344cbd4b0ae405128e9a",feature_request,"feature-request,verification-needed,insiders-released,agents-window",2026-08-06T08:59:04Z,2026-08-06T11:42:52Z,https://github.com/microsoft/vscode/issues/329350
329305,Feature request: expose 'Update Plugins' on the Agent Plugins view title bar,"﻿The Agent Plugins view has no button for updating plugins. The per-plugin Update button only appears when `hasSourceChanged()` returns true, which never happens for the two most common publishing styles: string sources (`""source"": ""./plugins/foo""`, falls to `default` → false) and unpinned GitHub/GitUrl sources (ref/sha/path all undefined → equal). The update mechanism works fine for both; only the button is missing.

The sole explicit full update is `workbench.agentPlugins.checkForUpdates` (`updateAllPlugins`), but it exists only in the command palette. The same title bar already has Browse and Manage Marketplaces buttons — just not Update.

Proposal: add an Update Plugins button (force as alt/Shift+click) to the view title, reusing the existing commands. Pure UI, no behavior change.
",feature_request,"feature-request,verification-needed,insiders-released,ai-customizations",2026-08-06T00:15:53Z,2026-08-07T05:53:39Z,https://github.com/microsoft/vscode/issues/329305
